cnf,solution,abcdsat-2015,berkmin-2003,boehm1-1992,cadical-2019,chaff-2001,cryptominisat-fixed-2010,glucose-2011,glucose-2012,grasp-1997,kissat-2020,kissat-mab-2021,kissat-mab-hywalk-2022,limmat-2002,lingeling-2013,lingeling-2014,maple-comsps-drup-2016,maple-lcm-disc-cb-dl-v3-2019,maple-lcm-dist-2017,maple-lcm-dist-cb-2018,minisat-2006,minisat-2008,posit-fixed-1995,precosat-2009,rsat-fixed-2007,satelite-gti-2005,sbva-cadical-2023,zchaff-2004
maximum_constrained_partition_14_bits_n200,SATISFIABLE,99.74,FAILED,FAILED,84.65,FAILED,270.41,613.93,127.54,FAILED,19.09,52.74,52.77,342.31,33.10,375.39,6.70,17.98,69.59,8.81,105.44,17.25,FAILED,8.44,278.73,61.94,111.20,FAILED
maximum_constrained_partition_18_bits_n200,SATISFIABLE,1150.85,FAILED,FAILED,122.59,FAILED,1636.75,45.34,674.90,FAILED,67.65,385.31,361.82,FAILED,323.36,578.21,65.12,642.40,110.63,191.29,337.52,343.75,FAILED,280.29,1033.98,319.36,683.13,FAILED
maxor032,UNSATISFIABLE,8.21,13.84,FAILED,3.30,589.23,27.92,8.77,9.38,FAILED,16.36,13.44,17.67,FAILED,12.70,15.83,15.75,24.24,19.68,21.80,12.73,4.23,FAILED,4.18,13.70,30.33,4.12,54.63
maxor064,UNSATISFIABLE,76.52,3017.18,FAILED,66.77,FAILED,324.49,237.78,234.85,FAILED,191.41,162.95,160.19,FAILED,188.08,157.95,3080.70,352.72,986.42,1058.86,2046.40,111.55,FAILED,93.04,1184.89,FAILED,62.24,FAILED
maxor128,UNSATISFIABLE,3294.78,FAILED,FAILED,2357.48,FAILED,FAILED,FAILED,FAILED,FAILED,4148.21,FAILED,FAILED,FAILED,4282.87,3094.71,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,3092.52,FAILED,FAILED,1216.37,FAILED
maxxor032-sc2011,UNSATISFIABLE,116.20,FAILED,FAILED,43.32,FAILED,839.08,1095.12,255.25,FAILED,51.19,55.70,55.14,FAILED,225.73,155.24,1363.67,52.10,271.67,360.48,FAILED,2602.77,FAILED,712.13,FAILED,FAILED,138.66,FAILED
maxxor064,UNSATISFIABLE,1121.67,FAILED,FAILED,452.37,FAILED,1850.64,FAILED,2622.50,FAILED,697.21,478.34,529.61,FAILED,FAILED,FAILED,FAILED,1363.07,3680.70,4309.27,FAILED,FAILED,FAILED,2367.96,FAILED,FAILED,1371.99,FAILED
maxxor128,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
maxxororand032,UNSATISFIABLE,230.00,2800.22,FAILED,248.19,FAILED,785.02,492.28,369.75,FAILED,120.85,112.90,112.54,FAILED,FAILED,FAILED,2937.33,203.57,2681.34,2702.81,FAILED,406.49,FAILED,1092.49,4507.42,FAILED,513.85,FAILED
maxxororand064,UNSATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,1738.18,1401.96,1698.11,FAILED,FAILED,FAILED,FAILED,2208.71,3827.96,3671.65,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
maxxororand128,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
mchess_15,UNSATISFIABLE,316.33,FAILED,FAILED,506.29,FAILED,733.71,435.34,423.75,FAILED,88.72,110.26,114.33,FAILED,301.68,0.01,103.90,206.72,82.88,90.00,FAILED,FAILED,FAILED,1440.00,FAILED,FAILED,1079.42,FAILED
mchess_16,UNSATISFIABLE,FAILED,FAILED,FAILED,364.03,FAILED,2401.59,3402.58,FAILED,FAILED,124.02,105.70,111.60,FAILED,1874.09,0.01,873.07,1073.14,631.38,650.23,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,419.49,FAILED
mchess_17,UNSATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,2577.50,3007.09,3601.89,FAILED,FAILED,0.01,2694.01,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
mchess_18,UNSATISFIABLE,FAILED,FAILED,FAILED,1818.47,FAILED,FAILED,FAILED,FAILED,FAILED,1000.79,1605.01,1646.56,FAILED,FAILED,0.01,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,807.62,FAILED
mchess_19,UNSATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,0.01,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
mchess_20,UNSATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,0.01,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
md5_47_1,SATISFIABLE,142.01,3774.18,FAILED,36.50,190.32,175.85,610.72,1130.92,FAILED,138.24,103.02,140.76,FAILED,67.75,161.30,639.53,2608.32,167.27,45.89,63.69,96.49,FAILED,77.21,155.28,38.30,251.74,FAILED
md5_47_2,SATISFIABLE,41.40,1810.38,FAILED,183.96,121.02,174.36,723.03,415.33,FAILED,134.00,145.22,15.57,FAILED,86.27,73.59,612.34,695.32,66.41,134.67,611.56,47.79,FAILED,99.49,125.86,131.44,121.15,FAILED
md5_47_4,SATISFIABLE,693.38,FAILED,FAILED,26.89,123.05,203.40,1676.42,378.51,FAILED,166.08,234.38,29.75,FAILED,102.97,147.26,369.11,262.81,223.96,396.89,223.69,282.03,FAILED,28.66,311.47,550.67,297.62,FAILED
md5_48_1,SATISFIABLE,1494.36,FAILED,FAILED,195.25,596.77,208.17,2419.39,202.08,FAILED,9.41,95.92,851.51,FAILED,198.24,93.65,331.00,759.49,1240.32,341.04,67.43,145.38,FAILED,129.16,1376.15,4984.53,259.46,FAILED
md5_48_3,SATISFIABLE,480.58,FAILED,FAILED,141.18,187.81,753.65,625.00,404.39,FAILED,472.53,513.03,278.91,FAILED,40.34,177.37,129.11,759.07,1387.31,115.72,715.01,87.02,FAILED,293.04,448.15,748.96,228.79,FAILED
md5_48_4,SATISFIABLE,653.33,FAILED,FAILED,39.19,83.26,48.35,3219.55,727.02,FAILED,1524.65,780.59,278.91,FAILED,414.72,114.26,470.29,2979.85,818.59,1315.31,1674.73,35.36,FAILED,240.23,149.67,96.46,236.94,FAILED
med17.shuffled,SATISFIABLE,0.13,0.03,0.03,0.14,0.64,0.04,0.07,0.08,0.12,0.12,0.13,0.11,1.09,0.06,0.13,0.04,0.07,0.07,0.04,0.07,0.10,FAILED,0.06,0.09,0.09,3.52,2.56
med19.shuffled,SATISFIABLE,0.25,0.08,0.07,0.05,2.38,0.05,0.17,0.13,0.23,0.08,0.08,0.08,0.04,0.07,0.25,0.16,0.13,0.10,0.13,0.17,0.25,FAILED,0.09,0.27,0.24,8.97,0.08
med30.shuffled,SATISFIABLE,17.74,37.78,65.49,33.56,FAILED,7.77,360.73,187.62,85.29,122.98,5.00,151.05,FAILED,FAILED,659.08,118.19,0.94,1.04,1.73,FAILED,3637.21,FAILED,222.60,103.47,FAILED,97.03,65.28
minand016,UNSATISFIABLE,0.10,0.03,FAILED,0.06,0.07,0.04,0.07,0.07,0.58,0.07,0.09,0.09,0.40,0.10,0.21,0.08,0.58,1.19,1.15,0.03,0.04,FAILED,0.04,0.07,0.06,0.27,0.04
minand064,UNSATISFIABLE,2.03,2.72,FAILED,1.21,15.92,6.79,1.18,1.54,FAILED,2.78,2.65,3.05,FAILED,4.00,15.80,1.26,7.37,4.93,5.72,4.61,2.06,FAILED,1.03,1.95,3.39,2.82,9.30
