cnf,solution,abcdsat-2015,berkmin-2003,boehm1-1992,chaff-2001,cryptominisat-2010,glucose-2011,glucose-2012,grasp-1997,kissat-2020,kissat-mab-2021,kissat-mab-hywalk-2022,limmat-2002,lingeling-2013,lingeling-2014,maple-comsps-drup-2016,maple-lcm-disc-cb-dl-v3-2019,maple-lcm-dist-2017,maple-lcm-dist-cb-2018,minisat-2006,minisat-2008,precosat-2009,rsat-2007,satelite-gti-2005,zchaff-2004
20180322_164224543_p_cnf_320_1120-sc2018,SATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,316.84,18.10,18.87,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
20180326_095804936_p_cnf_320_1120-sc2018,SATISFIABLE,FAILED,FAILED,391.38,FAILED,FAILED,FAILED,FAILED,FAILED,4.58,4.87,4.92,FAILED,FAILED,FAILED,FAILED,FAILED,1045.83,1107.71,FAILED,2226.98,FAILED,FAILED,FAILED,FAILED
24.4-sc2017,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
26_stack_cas_longest_true-unreach-call.i-cbmc-u2-sc2016,SATISFIABLE,91.16,2834.24,FAILED,FAILED,FAILED,36.22,36.04,FAILED,60.77,65.80,69.11,FAILED,258.24,FAILED,1830.94,3243.11,4811.68,4781.95,46.94,1767.34,FAILED,FAILED,FAILED,FAILED
289-unsat-21x14-sc2011,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
58bits_13.dimacs-sr2015,SATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,1556.25,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
6-4-6-sc2018,SATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,2163.90,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
62bits_14.dimacs-sr2015,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
6s126-opt-sc2014,UNSATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,1854.58,443.52,437.67,FAILED,1632.56,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
6s133-sc2014,UNSATISFIABLE,6.09,FAILED,FAILED,FAILED,632.78,708.09,373.54,FAILED,229.17,318.16,345.38,FAILED,0.65,0.65,2667.03,252.16,2685.88,2683.84,FAILED,FAILED,4362.66,FAILED,FAILED,FAILED
6s139-sc2013,UNSATISFIABLE,2591.41,FAILED,FAILED,FAILED,FAILED,2833.13,2828.79,FAILED,1472.84,2115.84,2057.23,FAILED,4902.73,3990.91,3105.21,4444.21,3250.64,3498.78,FAILED,2326.48,FAILED,FAILED,FAILED,FAILED
6s166-sc2013,UNSATISFIABLE,490.83,FAILED,FAILED,FAILED,4405.65,FAILED,274.99,FAILED,60.24,54.65,46.32,FAILED,FAILED,FAILED,2812.75,46.57,2580.63,2576.19,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
6s169-opt-sc2014,UNSATISFIABLE,761.76,FAILED,FAILED,FAILED,FAILED,4719.55,331.90,FAILED,4.59,4.30,5.81,FAILED,FAILED,FAILED,2703.43,175.26,2647.70,2749.81,FAILED,1597.39,FAILED,FAILED,FAILED,FAILED
6s20-sc2013,UNSATISFIABLE,2798.11,FAILED,FAILED,FAILED,4430.81,3490.83,2733.48,FAILED,807.48,972.87,939.23,FAILED,FAILED,3685.07,3515.21,914.68,2478.19,2363.37,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
9_50-sc2017,SATISFIABLE,1504.70,481.39,FAILED,FAILED,FAILED,4134.26,761.72,FAILED,302.37,225.59,1109.31,FAILED,2296.28,FAILED,2971.95,357.50,2817.21,2038.96,FAILED,FAILED,1389.97,FAILED,FAILED,FAILED
9dlx_vliw_at_b_iq8-sc2007,UNSATISFIABLE,2576.90,FAILED,FAILED,FAILED,4135.52,3393.72,2832.13,FAILED,1038.75,1312.43,1301.83,FAILED,3788.18,3388.92,3643.99,4072.33,3737.98,4064.53,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
9pipe_k-sc2012,UNSATISFIABLE,72.01,80.82,FAILED,FAILED,241.49,1500.82,4995.08,FAILED,58.83,74.03,55.80,FAILED,318.38,483.54,2556.30,117.75,2614.80,2571.02,FAILED,721.32,188.16,405.32,FAILED,684.44
ACG-20-10p1-sc2009,SATISFIABLE,918.00,FAILED,FAILED,FAILED,4159.25,4191.77,3409.24,FAILED,876.79,701.31,739.06,FAILED,767.05,1529.23,1452.89,1865.94,1338.10,2101.60,FAILED,2056.39,1127.53,FAILED,FAILED,FAILED
AProVE07-26-sc2007,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
ASG_72_keystream76_1,SATISFIABLE,625.06,FAILED,FAILED,FAILED,FAILED,3819.03,FAILED,FAILED,647.89,175.96,178.31,FAILED,710.38,4399.95,1074.83,2811.74,4299.69,3788.67,3423.44,4578.09,1021.76,4.20,1486.27,FAILED
ASG_72_keystream76_2,SATISFIABLE,65.35,FAILED,FAILED,FAILED,FAILED,73.80,20.93,FAILED,645.98,91.91,92.07,FAILED,414.57,865.72,138.40,733.69,2989.24,1136.28,817.72,394.06,3190.74,FAILED,2842.26,FAILED
ASG_96_len112_known_last12_2,SATISFIABLE,1283.59,FAILED,FAILED,1228.83,4905.41,131.69,1532.65,FAILED,1689.91,401.75,416.92,FAILED,2087.21,121.75,409.30,1228.63,1529.59,1313.77,4907.80,1815.29,1445.46,FAILED,2017.90,FAILED
ASG_96_len112_known_last12_2_u,SATISFIABLE,1470.47,FAILED,FAILED,1236.23,4779.61,124.69,1527.88,FAILED,1711.37,405.07,417.44,FAILED,2083.07,121.51,432.85,1261.39,1546.08,1324.87,FAILED,1811.47,1415.36,FAILED,1987.44,FAILED
ASG_96_len112_known_last13_2,SATISFIABLE,184.22,FAILED,FAILED,FAILED,3175.88,902.65,407.32,FAILED,133.55,644.06,660.43,FAILED,2087.89,79.17,674.96,1371.05,2170.45,20.63,3160.92,266.93,1051.48,1661.19,3442.43,FAILED
ASG_96_len112_known_last13_2_u,UNSATISFIABLE,1118.65,FAILED,FAILED,FAILED,1077.36,648.53,783.20,FAILED,647.89,843.91,854.89,FAILED,986.85,1084.59,905.89,1031.13,853.71,878.30,1734.29,2719.16,1195.85,4668.05,1389.67,FAILED
Bibd-sc-10-03-08_c18,SATISFIABLE,5.95,51.22,FAILED,22.11,8.07,6.74,5.72,492.68,3.62,4.16,3.99,7.22,16.86,25.04,13.23,17.85,18.15,17.46,18.43,3.77,4.29,7.32,14.42,FAILED
CarSequencing-90-01_c18,SATISFIABLE,225.50,FAILED,FAILED,3215.76,252.15,97.62,121.73,FAILED,40.32,62.46,70.33,FAILED,1129.62,1341.47,160.43,48.74,157.39,68.40,FAILED,99.38,324.06,267.90,3790.22,FAILED
CarSequencing-90-02_c18,SATISFIABLE,121.07,FAILED,FAILED,557.53,188.18,91.45,121.02,FAILED,24.51,46.26,49.03,FAILED,1189.96,1581.07,105.92,67.41,141.67,53.24,4286.44,79.16,461.58,234.92,FAILED,FAILED
EDP3-70000-sc2014,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
Eternity-10-05_c18,SATISFIABLE,20.77,38.68,FAILED,532.05,23.56,37.82,26.38,FAILED,1.83,0.80,7.75,FAILED,44.70,20.13,23.66,16.84,78.43,63.33,307.15,62.81,43.54,498.10,433.30,1757.27
Eternity-10-06_c18,SATISFIABLE,600.97,2697.27,FAILED,FAILED,3221.09,1074.46,1762.83,FAILED,142.76,716.66,770.99,FAILED,2128.13,3061.41,FAILED,3113.64,368.28,514.66,FAILED,FAILED,4189.14,FAILED,FAILED,FAILED
GracefulGraph-K04-P04_c18,SATISFIABLE,642.10,1148.99,FAILED,FAILED,419.29,100.59,251.77,FAILED,103.17,86.89,25.36,FAILED,164.46,114.77,144.89,113.46,182.65,55.26,241.37,263.14,904.34,441.02,262.92,FAILED
GracefulGraph-K05-P02_c18,SATISFIABLE,115.21,181.57,FAILED,190.93,47.48,18.36,817.63,FAILED,20.44,52.92,35.75,FAILED,115.93,360.60,106.45,17.49,152.23,37.04,347.22,276.35,125.72,FAILED,158.59,18.67
Grain_no_init_ver1_out200_known_last104_0,SATISFIABLE,849.20,2525.63,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,996.91,435.09,124.62,FAILED,FAILED,FAILED,FAILED,1123.35,3044.35,406.85,FAILED,713.03,23.71,FAILED,FAILED,FAILED
Grain_no_init_ver1_out200_known_last104_0_u,UNSATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,1843.95,2824.65,2689.82,FAILED,FAILED,FAILED,2062.89,2116.01,1693.05,1814.59,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
Grain_no_init_ver1_out200_known_last105_0,SATISFIABLE,FAILED,2171.03,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,94.13,54.98,100.88,FAILED,FAILED,FAILED,FAILED,1059.24,328.23,173.21,FAILED,489.68,2251.39,548.57,FAILED,FAILED
Grain_no_init_ver1_out200_known_last105_0_u,UNSATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,365.03,512.93,552.70,FAILED,FAILED,FAILED,369.40,420.01,327.50,486.20,FAILED,3904.73,FAILED,FAILED,FAILED,FAILED
Haystacks-ext-12_c18,UNSATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,1491.48,1984.63,2132.25,FAILED,981.00,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,127.10
Haystacks-ext-13_c18,UNSATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,1238.82
IBM_FV_20002_31_1_rule_1_SAT_dat.k95-sc2007,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
IBM_FV_2004_rule_batch_2_31_2_SAT_dat.k45.debugged-sc2012,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
LABS_n066_goal005-sc2013,SATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,2968.75,FAILED,FAILED,FAILED,FAILED,FAILED,1748.36,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
LABS_n071_goal001-sc2013,UNSATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,3993.39,4411.10,FAILED,2619.64,3717.83,3857.17,FAILED,FAILED,FAILED,4315.85,FAILED,4087.46,4774.70,FAILED,4012.62,FAILED,FAILED,4515.62,FAILED
LABS_n087_goal008-sc2013,SATISFIABLE,FAILED,FAILED,FAILED,FAILED,863.73,66.14,1718.13,FAILED,781.76,423.96,418.22,FAILED,4169.85,FAILED,FAILED,1243.75,FAILED,1838.51,FAILED,1485.55,1549.32,FAILED,FAILED,FAILED
LABS_n089_goal008-sc2013,SATISFIABLE,FAILED,FAILED,FAILED,FAILED,280.90,2294.44,FAILED,FAILED,774.73,1123.25,1138.32,4146.61,1457.66,FAILED,FAILED,FAILED,FAILED,FAILED,1978.18,FAILED,1916.51,FAILED,FAILED,FAILED
MASG0_72_keystream76_0,SATISFIABLE,2443.36,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,1604.86,196.95,197.47,FAILED,2434.17,2839.20,FAILED,3068.57,FAILED,626.32,3282.63,4750.64,1167.69,FAILED,FAILED,FAILED
MASG_72_keystream76_0,SATISFIABLE,3140.41,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,4513.30,4414.74,4372.81,FAILED,4502.66,FAILED,1514.51,FAILED,1069.58,2243.15,1991.48,4462.11,4727.82,FAILED,2503.38,FAILED
MD5-29-4-sc2014,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
MD5-29-5-sc2014,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
MM-22,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
MM-23-2-2-2-2-3,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
MM-23-2-2-2-2-A,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
MM-23-2-2-2-2-B,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
MM-23-2-2-2-2-C,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
MM-23-2-2-2-2-D,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
MM-23-2-2-2-2-M,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
MM-23-2-2-2-3-4,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
MM-23-2-2-2-4-A,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
MM-23-2-2-2-4-B,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
MM-23-2-2-3-A,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
MM-23-2-2-3-B,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
MM-23-2-4-A,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
MM-23-2-4-B,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
MM-23-3-3-A,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
MM-23-3-3-B,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
MM-23-3-3-M,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
MM-23-3-3-N,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
MM-23-4-4-4-4-1,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
MM-23-5-A,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
MM-23-5-B,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
MM-23-no-type3,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
MUS-v310-4-sc2013,UNSATISFIABLE,2745.44,FAILED,306.09,FAILED,1706.30,1844.05,2171.84,FAILED,2168.22,3897.43,4205.44,FAILED,1669.00,2608.29,320.13,519.64,386.53,407.71,283.59,970.92,3005.77,FAILED,330.41,FAILED
Mario-t-hard-2_c18,SATISFIABLE,21.67,FAILED,FAILED,46.23,137.55,9.66,8.82,FAILED,6.73,10.43,10.39,45.83,22.34,34.87,43.36,45.29,45.05,45.78,26.45,42.79,4.39,11.79,5.62,FAILED
Mario-t-hard-5_c18,SATISFIABLE,23.96,FAILED,FAILED,40.44,113.35,8.88,9.97,FAILED,7.20,7.15,7.16,32.90,24.95,38.18,40.19,42.95,44.46,42.63,24.42,39.96,5.16,12.27,9.82,FAILED
Mickey_out250_known_last146_0,SATISFIABLE,73.19,FAILED,FAILED,FAILED,FAILED,1911.70,952.20,FAILED,360.69,629.22,695.69,791.85,FAILED,FAILED,503.45,78.67,1238.65,1506.07,511.39,2894.96,441.54,897.67,4979.59,FAILED
Mickey_out250_known_last146_0_u,UNSATISFIABLE,694.57,FAILED,FAILED,FAILED,1071.90,728.16,1024.08,FAILED,653.61,1111.55,1302.40,FAILED,FAILED,FAILED,1197.47,2183.35,629.95,821.21,2107.29,805.01,1300.53,2570.83,2866.86,FAILED
Mickey_out250_known_last147_0,SATISFIABLE,163.84,FAILED,FAILED,FAILED,FAILED,354.29,812.50,FAILED,340.44,271.23,276.94,70.42,FAILED,FAILED,1653.27,533.87,781.91,371.85,210.42,399.97,688.56,636.07,44.26,FAILED
Mickey_out250_known_last147_0_u,UNSATISFIABLE,3083.37,FAILED,FAILED,FAILED,619.02,344.49,1128.14,FAILED,315.25,654.61,388.55,FAILED,FAILED,FAILED,367.34,848.65,403.77,895.71,1461.74,FAILED,796.76,2256.55,FAILED,FAILED
Nb51T6-sc2018,UNSATISFIABLE,4726.54,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,4761.26,FAILED,FAILED,FAILED,FAILED,FAILED,2132.05,3883.38,2593.32,2547.52,4104.42,FAILED,FAILED,FAILED,4637.06,FAILED
Nb7T44-sc2017,SATISFIABLE,FAILED,1907.21,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,21.19,89.16,173.44,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,20.91,FAILED,FAILED,85.38,46.42,FAILED
Pb-chnl15-16_c18,UNSATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,0.01,0.01,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
Pb-chnl20-21_c18,UNSATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,0.02,0.01,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
QG7a-gensys-icl001.sat05-3822.reshuffled-07-sc2007,UNSATISFIABLE,190.32,4143.12,FAILED,FAILED,150.56,384.03,233.06,FAILED,75.53,108.56,112.47,FAILED,562.46,323.84,102.40,137.79,112.15,121.75,491.57,2282.69,387.76,FAILED,1828.03,3771.06
QG7a-gensys-ukn002.sat05-3842.reshuffled-07-sc2007,UNSATISFIABLE,2544.66,FAILED,FAILED,FAILED,969.62,4219.54,4296.52,FAILED,535.03,1002.66,923.38,FAILED,2701.65,1349.70,468.84,550.91,524.28,645.66,1221.03,FAILED,FAILED,FAILED,FAILED,FAILED
QuasiGroup-4-10_c18,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
