cnf,solution,abcdsat-2015,berkmin-2003,boehm1-1992,chaff-2001,cryptominisat-2010,glucose-2011,glucose-2012,grasp-1997,kissat-2020,kissat-mab-2021,kissat-mab-hywalk-2022,limmat-2002,lingeling-2013,lingeling-2014,maple-comsps-drup-2016,maple-lcm-disc-cb-dl-v3-2019,maple-lcm-dist-2017,maple-lcm-dist-cb-2018,minisat-2006,minisat-2008,precosat-2009,rsat-2007,satelite-gti-2005,zchaff-2004
QuasiGroup-4-12_c18,SATISFIABLE,1505.90,3953.23,FAILED,FAILED,FAILED,962.30,FAILED,FAILED,402.10,25.68,27.52,FAILED,1734.04,2607.96,2265.47,550.79,2126.22,300.73,FAILED,1197.73,3148.72,2285.35,3349.97,FAILED
SAT_dat.k100-sc2012,UNSATISFIABLE,445.15,FAILED,FAILED,FAILED,635.15,285.06,361.13,FAILED,446.81,559.03,518.07,FAILED,593.03,516.39,1479.25,376.78,624.59,620.23,FAILED,1647.26,710.73,FAILED,FAILED,FAILED
SAT_dat.k85-sc2013,UNSATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,1440.40,1910.46,1858.02,FAILED,2604.20,2942.03,FAILED,4430.29,4909.46,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
SGI_30_60_24_40_2-dir.shuffled-as.sat03-118-sc2002,UNSATISFIABLE,FAILED,2064.59,FAILED,FAILED,3670.56,3849.10,4672.50,FAILED,1137.95,1335.54,1347.40,FAILED,FAILED,1601.07,850.69,1518.54,1127.70,1153.56,4251.10,FAILED,FAILED,FAILED,FAILED,FAILED
SGI_30_60_28_40_2-dir.shuffled-as.sat03-124-sc2002,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
Schur_160_5_d38-sc2016,SATISFIABLE,FAILED,370.21,FAILED,FAILED,FAILED,1041.02,2469.68,FAILED,245.74,254.12,254.42,FAILED,1009.63,FAILED,771.15,FAILED,349.81,2054.29,FAILED,FAILED,911.16,FAILED,FAILED,FAILED
Schur_161_5_d22-sc2016,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
SocialGolfers-6-6-6-cp_c18,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
SocialGolfers-6-6-7-cp_c18,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
Subisomorphism-g10-g23_c18,UNSATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,4923.53,FAILED,FAILED,FAILED,FAILED,FAILED,2649.09,3107.90,2272.12,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
Subisomorphism-g10-g27_c18,SATISFIABLE,FAILED,FAILED,FAILED,FAILED,203.50,1298.06,2615.69,FAILED,196.43,153.52,25.47,FAILED,FAILED,1873.34,910.32,4072.15,1077.52,1506.64,FAILED,3901.23,3272.28,53.52,FAILED,389.25
T103.2.1-sc2017,UNSATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,1196.76,1955.44,1832.84,FAILED,FAILED,FAILED,3559.60,2453.77,2917.78,2083.05,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
T169.1.0-sc2017,SATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,740.44,792.65,776.59,FAILED,974.29,884.04,508.55,249.78,572.49,253.89,FAILED,3831.81,1284.32,FAILED,FAILED,FAILED
Tal-07_c18,SATISFIABLE,16.40,29.85,FAILED,51.29,95.58,62.93,67.72,FAILED,16.57,21.19,32.01,626.63,58.62,151.98,96.75,246.51,414.95,331.55,124.78,170.25,66.06,225.20,706.25,136.47
Tal-08_c18,SATISFIABLE,30.43,121.86,FAILED,193.61,198.31,133.30,155.52,FAILED,31.95,31.58,46.81,FAILED,71.43,382.39,349.09,206.96,422.67,321.01,634.29,425.31,127.63,389.90,380.10,132.31
TimetableCNFEncoding_5_UNKNOWN-sc2018,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
Trivium_no_init_out350_known_last142_1,SATISFIABLE,2876.41,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,868.68,922.10,938.69,FAILED,2023.23,1932.58,1668.57,325.25,1538.87,1030.68,4470.37,FAILED,1696.19,FAILED,FAILED,FAILED
Trivium_no_init_out350_known_last142_1_u,UNSATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,2110.93,3416.70,3442.88,FAILED,FAILED,FAILED,1934.87,2013.07,1657.78,1394.42,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
Trivium_no_init_out350_known_last143_1,SATISFIABLE,3883.36,FAILED,FAILED,FAILED,52.91,1164.77,FAILED,FAILED,873.74,1395.84,35.06,FAILED,409.57,1647.21,278.00,277.76,690.71,864.81,722.95,481.84,3996.59,FAILED,4059.92,FAILED
Trivium_no_init_out350_known_last143_1_u,UNSATISFIABLE,4293.33,FAILED,FAILED,FAILED,FAILED,4902.08,4567.50,FAILED,1004.38,1428.42,1428.42,FAILED,2501.77,4629.39,947.30,996.23,838.47,861.25,4709.02,FAILED,FAILED,FAILED,2476.89,FAILED
UCG-20-10p1-sc2009,SATISFIABLE,596.57,FAILED,FAILED,FAILED,2150.32,1188.19,2338.32,FAILED,555.14,608.44,467.64,FAILED,680.64,963.58,718.22,819.73,758.59,781.11,FAILED,2270.49,783.61,3629.27,FAILED,FAILED
UR-20-5p1-sc2009,SATISFIABLE,1858.33,FAILED,FAILED,FAILED,1397.37,898.56,589.73,FAILED,461.03,251.88,164.04,FAILED,1190.34,864.26,550.94,529.96,577.36,558.54,4048.85,1427.94,708.38,4183.54,FAILED,FAILED
UTI-20-10p0-sc2009,UNSATISFIABLE,568.27,FAILED,FAILED,FAILED,847.14,801.69,832.72,FAILED,985.05,907.23,816.12,FAILED,995.51,772.51,976.37,421.08,578.22,375.34,FAILED,2532.95,2534.44,FAILED,FAILED,FAILED
UTI-20-10p1-sc2009,SATISFIABLE,1422.75,FAILED,FAILED,FAILED,1938.96,1392.98,1656.12,FAILED,1339.29,907.64,533.15,FAILED,2742.61,1310.75,914.65,642.98,322.28,835.12,FAILED,3686.91,4237.94,FAILED,FAILED,FAILED
UTI-20-5p0-sc2009,UNSATISFIABLE,1338.61,FAILED,FAILED,FAILED,630.16,699.82,583.64,FAILED,715.59,620.45,765.14,FAILED,911.17,697.25,774.01,321.52,470.37,431.26,4660.99,1672.87,1326.37,FAILED,FAILED,FAILED
aaai10-planning-ipc5-TPP-21-step11-sc2011,UNSATISFIABLE,280.89,3107.53,FAILED,FAILED,867.23,1401.60,1367.02,FAILED,409.37,489.54,493.71,FAILED,1740.07,814.51,1043.96,623.67,686.61,765.65,FAILED,FAILED,441.97,FAILED,FAILED,FAILED
aaai10-planning-ipc5-pathways-17-step21-sc2011,SATISFIABLE,1848.65,FAILED,FAILED,FAILED,660.71,2541.72,4598.23,FAILED,12.40,25.31,65.79,FAILED,360.81,446.82,3444.50,373.35,2680.86,2988.26,943.85,4896.17,491.29,FAILED,FAILED,FAILED
ablmulub16x4o-sc2016,UNSATISFIABLE,110.88,1036.90,224.99,FAILED,1917.78,428.59,849.96,FAILED,150.00,203.30,199.66,FAILED,307.87,343.80,261.11,459.34,255.98,278.68,336.04,1113.42,396.87,2628.13,331.33,FAILED
ablmulub2x32o-sc2016,UNSATISFIABLE,171.73,FAILED,FAILED,FAILED,1208.58,1925.45,3967.90,FAILED,133.34,283.12,264.71,FAILED,756.53,984.32,373.71,962.23,491.77,492.46,1866.25,3790.94,439.72,FAILED,1658.49,FAILED
ae_rphp095_04-sc2018,UNSATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,4985.83,FAILED,FAILED,FAILED,FAILED,4773.66,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
aes_24_4_keyfind_2-sc2013,SATISFIABLE,159.14,4937.91,FAILED,FAILED,FAILED,FAILED,266.53,FAILED,1104.12,3684.40,347.00,FAILED,2430.98,FAILED,65.92,458.90,412.40,415.10,4828.37,1494.52,3112.75,FAILED,3519.04,FAILED
aes_24_4_keyfind_5-sc2014,SATISFIABLE,2117.14,FAILED,FAILED,FAILED,1861.60,FAILED,4835.45,FAILED,2260.99,2022.26,4107.26,FAILED,FAILED,FAILED,FAILED,3323.57,1820.46,1780.61,2664.29,1625.32,FAILED,FAILED,FAILED,FAILED
aes_32_3_keyfind_1-sc2011,SATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,397.19,769.72,18.49,FAILED,74.65,2448.13,687.82,1018.38,4870.74,FAILED,1535.24,4207.13,2925.03,FAILED,1979.04,FAILED
aes_equiv_encry_3_rounds.debugged-sc2012,UNSATISFIABLE,688.92,FAILED,FAILED,FAILED,3669.41,589.57,431.00,FAILED,454.00,583.37,580.30,FAILED,FAILED,FAILED,2605.52,732.87,2611.21,2689.36,FAILED,2463.26,FAILED,FAILED,FAILED,FAILED
ak128astepbg2msaig-sc2016,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
ak128modasbg2asisc-sc2016,SATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,3004.58,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
apn-sbox6-cut4-helpbox31-sc2018,SATISFIABLE,1245.62,FAILED,FAILED,FAILED,FAILED,77.00,52.74,FAILED,1129.17,1617.89,354.06,FAILED,FAILED,FAILED,578.47,206.86,636.06,706.60,2567.77,957.16,3778.36,FAILED,FAILED,FAILED
atco_enc1_opt1_04_32-sc2014,SATISFIABLE,1566.60,FAILED,FAILED,FAILED,584.90,730.54,866.48,FAILED,78.12,84.62,84.42,FAILED,279.70,409.81,FAILED,3609.18,FAILED,2813.74,FAILED,989.72,3038.27,FAILED,2115.02,FAILED
atco_enc1_opt2_10_16-sc2014,SATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,852.45,31.38,31.94,FAILED,4254.11,3003.99,322.33,1242.68,FAILED,1092.95,FAILED,2870.28,4975.48,FAILED,FAILED,FAILED
atco_enc1_opt2_20_12-sc2014,UNSATISFIABLE,2268.81,FAILED,FAILED,FAILED,FAILED,1422.68,2055.79,FAILED,1818.65,3152.00,3014.70,FAILED,FAILED,4319.79,1164.58,2373.37,1457.52,1592.76,4913.19,3163.86,FAILED,FAILED,3258.59,FAILED
atco_enc2_opt2_05_9-sc2014,SATISFIABLE,1198.28,FAILED,FAILED,FAILED,FAILED,FAILED,2869.85,FAILED,141.60,231.15,231.55,FAILED,1990.12,2101.25,146.21,1269.03,243.50,3314.81,FAILED,1947.54,2496.14,FAILED,FAILED,FAILED
atco_enc2_opt2_10_21-sc2014,SATISFIABLE,1023.13,FAILED,FAILED,FAILED,3081.55,1098.49,2977.62,FAILED,113.45,167.60,17.83,FAILED,1117.39,3046.04,207.36,83.46,181.95,244.67,4751.14,2775.55,2128.43,FAILED,2336.15,FAILED
atco_enc3_opt2_10_12-sc2014,UNSATISFIABLE,FAILED,FAILED,FAILED,FAILED,4296.69,FAILED,3134.01,FAILED,1018.97,1369.60,1367.46,FAILED,1470.64,2040.22,2144.15,2508.54,2440.80,3111.36,FAILED,2499.03,2345.51,FAILED,FAILED,FAILED
b04_s_2_unknown_pre-sc2013,SATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,720.81,496.18,500.42,FAILED,FAILED,FAILED,FAILED,1457.09,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
b04_s_unknown-sc2013,SATISFIABLE,FAILED,FAILED,FAILED,2552.95,FAILED,FAILED,FAILED,FAILED,169.00,273.68,302.34,2516.32,1827.18,4114.99,823.88,975.72,820.81,556.11,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
b1904P1-8x8c6h5SAT,SATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,2679.59,4387.98,2306.16,FAILED,FAILED,FAILED,FAILED,2705.10,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
b1904P1-8x8c6h7SAT,SATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,4890.01,781.89,FAILED,FAILED,FAILED,FAILED,4620.08,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
b1904P2-8x8c9h5SAT,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
b1904P2-8x8c9h7UNSAT,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
b1904P3-8x8c11h0SAT,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
b1904P3-8x8c11h7SAT,SATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,809.99,1388.11,780.73,FAILED,FAILED,2921.62,1444.96,1987.51,FAILED,4718.96,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
b1904P3-8x8c11h7UNSAT,UNSATISFIABLE,2836.74,FAILED,FAILED,FAILED,2454.40,3091.10,3396.85,FAILED,666.70,702.00,784.06,FAILED,1555.90,1128.66,4169.02,808.95,1351.13,1508.33,FAILED,FAILED,2269.61,FAILED,FAILED,FAILED
b_unsat-sc2013,UNSATISFIABLE,4792.23,2483.03,FAILED,FAILED,550.62,703.17,1075.01,FAILED,1664.64,2096.95,2195.12,FAILED,2874.58,1142.46,1004.83,1296.75,1154.12,1115.89,1828.57,2015.24,2010.80,2378.20,2113.74,FAILED
blockpuzzle_5x10_s3_free4-sc2017,UNSATISFIABLE,FAILED,1643.66,FAILED,FAILED,2172.29,2490.02,2600.09,FAILED,1070.71,1455.91,1446.71,FAILED,FAILED,FAILED,430.03,424.38,260.78,280.80,FAILED,1661.23,FAILED,FAILED,FAILED,FAILED
blocks-blocks-36-0.120-NOTKNOWN-sc2011,UNSATISFIABLE,1409.94,FAILED,FAILED,FAILED,2795.83,2115.82,1260.42,FAILED,2052.03,2531.91,2118.50,FAILED,1708.38,1623.73,3727.09,1451.71,1725.26,1692.06,FAILED,2704.62,1087.85,3159.71,FAILED,FAILED
blocks-blocks-37-1.130-NOTKNOWN-sc2011,UNSATISFIABLE,862.26,FAILED,FAILED,FAILED,1119.05,854.85,1107.16,FAILED,920.75,1152.02,836.34,FAILED,1011.87,1005.56,2659.72,1107.75,1438.65,1347.85,FAILED,2378.94,581.01,1094.13,4958.23,FAILED
bob12s06-sc2013,UNSATISFIABLE,1686.13,FAILED,FAILED,FAILED,3874.41,3676.00,2439.38,FAILED,1762.74,2084.24,2104.23,FAILED,FAILED,FAILED,2996.78,1360.39,3052.99,3099.47,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
c6288mul.miter.shuffled-as.sat03-346-sc2002,UNSATISFIABLE,709.58,FAILED,FAILED,FAILED,331.23,4689.94,1476.35,FAILED,419.03,386.57,394.91,FAILED,FAILED,FAILED,3577.13,171.14,2597.82,2607.80,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
cms-scheel-md5-families-r24-c8-p0-3-5-6-14-16-18-19-sc2018,SATISFIABLE,FAILED,FAILED,FAILED,FAILED,101.56,FAILED,FAILED,FAILED,136.16,1075.37,559.58,FAILED,2241.32,2630.27,912.63,1112.59,386.58,56.34,FAILED,362.63,FAILED,FAILED,FAILED,FAILED
connm-ue-csp-sat-n800-d0.02-s111845174.used-as.sat04-958-sc2011,UNSATISFIABLE,2236.50,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,3090.10,FAILED,4989.57,FAILED,4138.13,4134.61,1944.64,3410.96,1886.63,2389.27,4729.92,FAILED,FAILED,FAILED,FAILED,FAILED
countbitsrotate032-sc2009,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
countbitssrl032-sc2009,UNSATISFIABLE,273.24,FAILED,FAILED,FAILED,1014.22,845.65,629.94,FAILED,64.25,90.77,91.12,FAILED,392.33,434.11,2901.14,314.42,627.60,609.34,FAILED,1428.91,488.83,3422.78,4131.63,FAILED
countbitswegner128-sc2011,UNSATISFIABLE,1826.97,FAILED,FAILED,FAILED,31.04,FAILED,4109.77,FAILED,1774.27,2204.86,2309.16,FAILED,FAILED,FAILED,FAILED,3811.20,4743.64,4845.10,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
course0.2_2018_3-sc2018,SATISFIABLE,1611.74,FAILED,FAILED,FAILED,FAILED,2089.62,FAILED,FAILED,1001.83,1534.68,264.26,FAILED,1116.68,4149.44,2652.61,2644.50,FAILED,FAILED,FAILED,FAILED,772.70,FAILED,FAILED,FAILED
crafted_n11_d6_c3_num24-sc2013,UNSATISFIABLE,FAILED,FAILED,FAILED,FAILED,829.81,1662.76,1929.30,FAILED,290.54,284.13,276.26,FAILED,FAILED,123.12,539.56,655.34,373.05,439.77,FAILED,FAILED,3507.41,FAILED,FAILED,FAILED
cruxmiter28seed8,UNSATISFIABLE,FAILED,FAILED,FAILED,FAILED,1106.94,2275.52,2845.20,FAILED,200.83,407.33,423.72,FAILED,633.30,1979.45,302.59,743.44,350.87,360.25,232.13,1130.25,418.68,FAILED,418.94,FAILED
cruxmiter29seed4,UNSATISFIABLE,FAILED,FAILED,FAILED,FAILED,1513.46,2518.68,FAILED,FAILED,1618.92,3556.49,3799.77,FAILED,1395.09,836.21,527.60,1001.97,421.41,449.16,1101.19,2689.77,2745.50,FAILED,959.09,FAILED
cruxmiter29seed9,UNSATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,2676.45,FAILED,FAILED,FAILED,3373.23,1502.22,901.82,1595.48,548.32,537.21,2629.99,4252.93,FAILED,FAILED,2262.78,FAILED
cruxmiter32seed4,UNSATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,2102.23,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
ctl_4291_567_2_unsat-sc2013,UNSATISFIABLE,546.83,FAILED,FAILED,FAILED,3901.84,1114.16,932.13,FAILED,1868.51,2827.55,2845.20,FAILED,2342.51,2635.97,1153.70,1867.83,1360.90,1413.64,FAILED,2903.64,FAILED,FAILED,FAILED,FAILED
ctl_4291_567_2_unsat_pre-sc2013,UNSATISFIABLE,887.07,4374.25,FAILED,FAILED,3610.40,966.62,1219.99,FAILED,2185.81,3002.89,2955.41,FAILED,2913.22,2135.50,1235.85,1784.66,1601.73,1588.77,4413.57,2734.07,FAILED,FAILED,FAILED,FAILED
ctl_4291_567_5_unsat_pre-sc2014,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
custmulsb2x32o-sc2016,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
custmulun16x16o-sc2016,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
dist6.c-sc2018,UNSATISFIABLE,187.13,FAILED,FAILED,FAILED,329.10,FAILED,FAILED,FAILED,100.62,123.90,125.64,FAILED,166.11,182.01,234.84,268.83,221.48,232.18,763.51,624.75,736.32,FAILED,721.51,FAILED
dp12u11.used-as.sat04-358-sc2004,UNSATISFIABLE,2412.52,2872.59,FAILED,FAILED,804.51,259.75,412.32,FAILED,157.14,191.66,222.11,FAILED,706.33,535.89,371.86,283.25,412.29,442.50,529.43,FAILED,553.05,2923.34,753.51,FAILED
e_rphp035_05-sc2018,UNSATISFIABLE,4135.50,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,966.32,1377.68,1393.19,FAILED,FAILED,FAILED,401.10,769.65,755.22,690.74,FAILED,FAILED,FAILED,FAILED,3094.64,FAILED
ecarev-110-1031-23-40-8-sc2018,SATISFIABLE,1247.10,FAILED,FAILED,FAILED,FAILED,1179.91,1293.40,FAILED,558.93,759.52,757.76,FAILED,524.31,473.03,290.71,699.26,647.60,336.35,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
edges-024-4-5613555-1-00-sc2014,UNSATISFIABLE,FAILED,FAILED,873.51,FAILED,FAILED,4462.62,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,1813.81,0.01,966.76,1240.69,1184.73,1217.74,1003.81,3737.59,FAILED,FAILED,941.88,FAILED
eq2csparrc162cbpwtcl16,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
eqbparrc12spctbk12,UNSATISFIABLE,3520.31,FAILED,3971.73,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
eqbparrc14spwtcl14,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
eqbparrc18spwtrc18,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
eqbpdtlf12bparrc12,UNSATISFIABLE,3634.63,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,1075.58,1776.56,1733.59,FAILED,FAILED,FAILED,3855.97,193.10,2781.38,2847.26,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
eqbpdtlf14bpwtcl14,UNSATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,2303.73,FAILED,FAILED,FAILED,FAILED,4060.13,308.18,2685.53,2662.11,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
eqbpdtlf14spctbk14,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
eqbpdtlf14spdtlf14,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
eqbpdtlf16spdtlf16,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
eqbpdtlf18sparcl18,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
eqbpwtcl10spwtcl10,UNSATISFIABLE,118.44,FAILED,1590.38,FAILED,1043.06,755.85,1396.20,FAILED,428.12,710.25,717.11,FAILED,503.01,736.46,420.91,619.60,432.41,454.66,391.91,1835.17,1140.37,FAILED,408.06,FAILED
eqbpwtrc10bpdtlf10,UNSATISFIABLE,101.28,FAILED,225.18,FAILED,712.09,568.37,363.76,FAILED,274.66,361.89,363.31,FAILED,340.67,471.02,362.53,67.99,471.37,455.34,243.25,988.46,539.91,FAILED,334.49,FAILED
eqbpwtrc10spctbk10,UNSATISFIABLE,111.25,4565.55,172.57,FAILED,878.35,551.80,979.84,FAILED,410.72,844.74,839.03,FAILED,483.34,575.42,383.87,619.88,425.38,437.41,305.33,1506.51,1270.55,FAILED,298.00,FAILED
eqsparcl10bpwtrc10,UNSATISFIABLE,109.41,4290.30,173.59,FAILED,431.24,419.45,552.82,FAILED,222.29,538.96,532.87,FAILED,373.93,496.95,232.37,464.72,279.03,292.13,253.32,1330.76,959.05,3015.63,295.84,FAILED
eqsparcl12bpwtrc12,UNSATISFIABLE,3579.22,FAILED,4218.28,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
eqsparrc12bpdtlf12,UNSATISFIABLE,3509.48,FAILED,3541.35,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
eqsparrc14spctbk14,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
