cnf,solution,abcdsat-2015,berkmin-2003,boehm1-1992,chaff-2001,cryptominisat-2010,glucose-2011,glucose-2012,grasp-1997,kissat-2020,kissat-mab-2021,kissat-mab-hywalk-2022,limmat-2002,lingeling-2013,lingeling-2014,maple-comsps-drup-2016,maple-lcm-disc-cb-dl-v3-2019,maple-lcm-dist-2017,maple-lcm-dist-cb-2018,minisat-2006,minisat-2008,precosat-2009,rsat-2007,satelite-gti-2005,zchaff-2004
ex095_8,UNSATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,4440.83,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
ex175_20,SATISFIABLE,2313.75,FAILED,FAILED,FAILED,766.52,1619.93,113.22,FAILED,640.60,363.48,260.41,FAILED,579.87,1599.74,292.24,830.99,545.12,584.68,FAILED,1382.32,4547.30,1802.40,FAILED,FAILED
huck.col.11,UNSATISFIABLE,390.28,154.77,FAILED,3.22,47.33,52.22,100.98,937.99,3.98,6.01,6.02,5.27,186.71,0.02,51.38,95.34,82.10,81.19,31.88,87.52,63.41,1336.90,6.59,3.55
k2fix_gr_rcs_w8.shuffled,UNSATISFIABLE,24.11,FAILED,FAILED,FAILED,FAILED,3228.15,FAILED,FAILED,1.95,2.84,3.18,FAILED,9.88,31.86,5.58,FAILED,20.23,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
ktf_TF-1.tf_3_0.02_34,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
ktf_TF-1.tf_4_0.06_101,SATISFIABLE,430.33,FAILED,FAILED,FAILED,FAILED,FAILED,1645.92,FAILED,1369.59,22.08,125.67,FAILED,1805.28,FAILED,FAILED,873.80,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
ktf_TF-3.tf_2_0.02_24,UNSATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,4901.64,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
ktf_TF-3.tf_3_0.02_24,UNSATISFIABLE,450.64,3997.76,FAILED,FAILED,424.87,701.12,607.22,FAILED,235.34,225.35,204.42,FAILED,1236.89,546.31,169.37,222.94,155.25,189.31,3352.74,628.78,435.38,4692.34,FAILED,FAILED
ktf_TF-3.tf_4_0.04_48,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
ktf_TF-4.tf_2_0.02_18,UNSATISFIABLE,103.51,595.21,FAILED,2497.56,141.70,111.19,106.75,FAILED,52.22,58.33,64.92,FAILED,486.26,121.73,44.43,74.08,48.85,57.79,255.75,90.75,59.92,416.47,343.33,FAILED
ktf_TF-4.tf_4_0.04_35,UNSATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,2215.85,3065.29,3281.47,FAILED,FAILED,FAILED,FAILED,3422.40,2942.33,3254.59,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
ktf_TF-4.tf_4_0.06_52,SATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,556.92,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
ktf_TF-6.tf_4_0.04_51,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
ktf_TF-6.tf_4_0.06_77,SATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,323.33,97.03,366.31,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
ktf_TF-7.tf_3_0.06_113,SATISFIABLE,155.21,797.22,FAILED,FAILED,1307.91,977.66,199.47,FAILED,76.24,15.05,50.31,FAILED,161.03,269.92,3342.04,3234.94,2544.10,2529.02,699.11,885.84,872.27,2996.82,4063.27,FAILED
ktf_TF-8.tf_4_0.02_37,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
ktf_TF-8.tf_4_0.06_109,SATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,141.77,1817.08,130.03,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
maximum_constrained_partition_14_bits_n200,SATISFIABLE,97.01,FAILED,FAILED,FAILED,249.70,605.87,111.85,FAILED,19.35,53.65,56.13,326.06,36.15,371.44,7.30,18.37,72.57,8.41,112.20,18.09,8.37,204.98,66.73,FAILED
maximum_constrained_partition_18_bits_n200,SATISFIABLE,1135.98,FAILED,FAILED,FAILED,1648.30,44.24,708.39,FAILED,67.20,376.74,381.48,FAILED,339.46,600.17,312.41,2325.13,90.26,306.88,310.87,378.89,268.55,995.15,333.45,FAILED
maxor128,UNSATISFIABLE,3515.93,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,3936.68,FAILED,FAILED,FAILED,4263.40,3080.44,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,3040.56,FAILED,FAILED,FAILED
mp1-Nb6T06,UNSATISFIABLE,77.40,1292.90,FAILED,1776.13,67.52,61.22,37.12,FAILED,24.02,28.27,24.87,FAILED,FAILED,FAILED,53.41,100.57,59.24,56.72,74.99,61.86,FAILED,221.07,95.86,305.09
mp1-Nb6T07,UNSATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,563.17,836.48,781.76,FAILED,FAILED,FAILED,FAILED,FAILED,2610.00,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
mp1-Nb7T44,SATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,192.30,6.99,7.84,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,6.82,3630.21,FAILED,12.96,1.75,FAILED
mp1-Nb7T46,SATISFIABLE,FAILED,3318.48,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,490.66,96.16,79.10,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,1.76,138.31,FAILED,35.26,1.86,FAILED
mp1-blockpuzzle_5x10_s5_free3,UNSATISFIABLE,450.07,584.60,FAILED,FAILED,308.32,953.64,1093.43,FAILED,156.28,193.17,179.82,FAILED,348.35,225.46,213.37,146.82,104.80,94.38,4528.43,717.61,911.67,FAILED,FAILED,1449.74
mp1-blockpuzzle_5x12_s6_free3,UNSATISFIABLE,1414.33,FAILED,FAILED,FAILED,531.88,3004.24,2826.38,FAILED,532.23,578.98,578.17,FAILED,2363.30,1387.54,318.00,244.26,234.90,186.76,FAILED,2317.03,3907.81,FAILED,FAILED,FAILED
mp1-blockpuzzle_9x9_s1_free8,SATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,1421.89,122.21,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,2986.36,FAILED,FAILED,FAILED,FAILED
mp1-blockpuzzle_9x9_s5_free3,UNSATISFIABLE,FAILED,FAILED,FAILED,FAILED,3925.97,FAILED,FAILED,FAILED,197.08,380.03,293.73,FAILED,87.86,FAILED,584.47,180.69,239.22,306.37,FAILED,2811.47,3435.50,FAILED,FAILED,267.49
mp1-bsat201-707,UNSATISFIABLE,2533.69,FAILED,11.02,FAILED,1378.89,524.66,2300.06,FAILED,1500.88,3383.23,3751.73,FAILED,698.67,889.75,158.47,353.53,173.87,164.15,55.22,247.52,161.64,FAILED,69.84,FAILED
mp1-bsat210-739,UNSATISFIABLE,FAILED,FAILED,21.12,FAILED,3249.12,1035.62,FAILED,FAILED,3270.77,FAILED,FAILED,FAILED,2327.15,2156.28,356.28,419.22,403.62,374.71,143.12,742.55,583.81,FAILED,146.05,FAILED
mp1-klieber2017s-0300-034-t12,SATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,2427.22,FAILED,122.19,240.05,95.30,FAILED,FAILED,FAILED,FAILED,3132.41,4247.53,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
mp1-klieber2017s-0490-024-t12,SATISFIABLE,390.44,FAILED,FAILED,194.20,1207.04,335.14,197.78,FAILED,597.32,539.08,238.43,FAILED,429.53,239.01,168.29,398.95,378.02,196.31,907.29,196.42,194.99,831.08,138.29,FAILED
mp1-klieber2017s-1000-023-eq,UNSATISFIABLE,626.55,FAILED,2210.83,FAILED,FAILED,3602.06,3222.55,FAILED,952.28,719.30,517.75,FAILED,1852.53,2763.03,1001.04,1817.91,1381.48,1497.05,1954.99,FAILED,FAILED,FAILED,2878.60,FAILED
mp1-klieber2017s-1000-024-eq,UNSATISFIABLE,1036.60,FAILED,3361.78,FAILED,FAILED,FAILED,4497.30,FAILED,193.30,254.08,220.48,FAILED,3441.27,FAILED,1954.49,809.24,2178.93,2213.32,4547.20,FAILED,FAILED,FAILED,4601.51,FAILED
mp1-klieber2017s-1200-022-eq,UNSATISFIABLE,339.99,FAILED,1419.56,FAILED,2293.76,1616.33,2450.80,FAILED,756.07,1072.13,979.12,FAILED,999.86,1622.96,719.12,856.87,817.06,828.76,1601.20,FAILED,FAILED,FAILED,1799.67,FAILED
mp1-klieber2017s-2000-022-eq,UNSATISFIABLE,1034.76,FAILED,2180.57,FAILED,2853.47,1444.48,3026.57,FAILED,846.10,1080.59,1057.57,FAILED,1463.16,2254.99,856.83,967.09,997.69,956.55,1654.69,3859.22,FAILED,FAILED,1799.03,FAILED
mp1-squ_ali_s10x10_c39_abio_SAT,SATISFIABLE,277.99,FAILED,FAILED,FAILED,301.59,41.90,691.42,FAILED,254.61,14.63,63.49,FAILED,94.38,3017.21,105.04,239.98,1234.25,1261.96,105.09,696.29,1508.99,3198.26,1284.62,FAILED
mp1-squ_any_s09x07_c27_abix_UNS,UNSATISFIABLE,1316.57,FAILED,FAILED,FAILED,1476.10,936.38,988.72,FAILED,1057.45,1314.54,1257.68,FAILED,4713.41,1791.24,321.03,479.38,471.57,471.05,1186.02,2307.29,FAILED,FAILED,878.85,FAILED
mp1-tri_ali_s11_c35_abix_UNS,UNSATISFIABLE,67.49,925.31,FAILED,FAILED,94.43,91.75,80.35,FAILED,108.65,183.18,146.98,FAILED,352.22,202.30,47.51,99.64,83.79,94.12,71.53,170.94,259.52,FAILED,82.30,1740.42
mp1-tri_ali_s11_c35_bail_UNS,UNSATISFIABLE,92.12,3234.84,500.05,FAILED,128.26,110.16,94.52,FAILED,154.91,174.33,188.65,FAILED,219.40,196.98,63.65,102.58,95.12,92.61,50.50,89.10,234.70,644.35,85.63,1846.63
n320p5q2_n.apx_16,SATISFIABLE,217.41,0.28,241.50,5.12,169.24,159.47,60.02,FAILED,332.58,7.19,7.06,181.32,2489.16,25.49,110.16,70.96,160.92,151.27,616.67,759.43,5.69,2758.24,674.38,10.02
n320p5q2_n.apx_17,UNSATISFIABLE,207.07,30.67,322.18,FAILED,432.13,204.32,201.72,FAILED,357.29,358.59,369.00,1889.69,4629.60,151.04,115.50,196.14,251.21,248.06,684.38,1034.36,668.97,2935.74,837.49,FAILED
ndhf_xits_09_UNSAT,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
p01_lb_05,UNSATISFIABLE,183.57,FAILED,FAILED,FAILED,81.06,91.91,35.57,FAILED,20.30,23.19,34.48,FAILED,49.82,78.00,27.36,140.87,2522.14,41.03,FAILED,258.09,136.77,1077.41,FAILED,FAILED
pb_300_05_lb_16,SATISFIABLE,2386.96,FAILED,FAILED,FAILED,1702.86,3315.83,2564.59,FAILED,426.25,225.04,219.43,FAILED,460.14,644.93,114.29,449.80,150.19,61.70,FAILED,1926.65,2856.45,454.41,FAILED,FAILED
pb_300_05_lb_17,SATISFIABLE,931.55,FAILED,FAILED,FAILED,458.94,202.29,1595.49,FAILED,90.55,213.80,87.81,FAILED,776.04,382.49,63.82,57.94,162.80,73.40,FAILED,1598.38,1741.06,427.61,485.09,FAILED
pb_300_06_lb_02,SATISFIABLE,2693.92,FAILED,FAILED,FAILED,2581.03,2808.55,272.23,FAILED,280.40,181.71,129.07,FAILED,1252.10,FAILED,192.63,292.93,256.92,277.65,FAILED,120.95,FAILED,FAILED,FAILED,FAILED
pb_300_10_lb_06,UNSATISFIABLE,118.20,FAILED,FAILED,FAILED,103.34,125.39,46.20,FAILED,51.37,58.84,55.23,FAILED,194.17,136.71,49.26,93.50,102.01,78.99,FAILED,244.06,132.62,2390.16,FAILED,FAILED
php12e12,UNSATISFIABLE,FAILED,FAILED,462.78,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
php14e14,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
prime_a20_b20,SATISFIABLE,139.22,FAILED,FAILED,FAILED,242.71,221.21,276.98,FAILED,105.31,102.00,135.89,FAILED,36.53,143.23,162.63,10.59,132.74,113.84,24.48,133.60,84.87,94.66,49.98,FAILED
prime_a22_b22,SATISFIABLE,736.11,FAILED,FAILED,2708.19,653.86,2289.44,FAILED,FAILED,166.92,30.64,30.83,FAILED,204.00,481.63,75.26,59.95,198.52,133.88,232.35,392.86,1073.59,FAILED,87.21,FAILED
prime_a24_b24,SATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,85.89,FAILED,FAILED,342.75,1966.67,1014.44,FAILED,1448.67,1099.28,1917.82,393.73,344.27,879.05,449.86,2958.06,FAILED,3991.34,FAILED,FAILED
problem_12.smt2,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
puzzle30_sat,SATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,684.75,886.92,1128.18,FAILED,284.17,1134.08,FAILED,FAILED,FAILED,2332.06,FAILED,FAILED,FAILED,FAILED,FAILED,3969.80
puzzle34_sat,SATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,1845.24,1539.50,FAILED,383.26,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
puzzle34_unsat,UNSATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,1574.91,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
puzzle35_sat,SATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,2476.52,236.84,FAILED,4196.72,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
puzzle35_unsat,UNSATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,4422.30,FAILED,FAILED,FAILED,4234.66,FAILED,FAILED,FAILED,4431.53,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
puzzle36_sat,SATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,218.50,225.20,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
puzzle37_unsat,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
puzzle39_sat,SATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,1776.62,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
puzzle42_sat,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
puzzle44_unsat,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
puzzle47_sat,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
puzzle51_unsat,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
puzzle60_sat,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
quad_res_r21_m22,SATISFIABLE,1051.68,3987.76,122.06,361.66,148.89,96.72,82.60,FAILED,270.06,224.57,71.35,FAILED,119.45,120.66,160.93,187.63,98.43,84.09,271.07,105.24,59.90,713.27,83.34,FAILED
quad_res_r26_m27,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
quad_res_r28_m29,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
quad_res_r29_m32,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
quad_res_r31_m35,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
quad_res_r32_m35,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
quad_res_r33_m36,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
quad_res_r34_m36,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
quad_res_r35_m36,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
quad_res_r37_m39,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
randomG-B-Mix-n15-d05,UNSATISFIABLE,203.70,FAILED,196.29,893.49,174.74,181.81,183.17,FAILED,91.41,191.50,186.44,2510.32,205.90,332.71,40.29,72.22,66.87,69.65,79.34,341.06,180.43,1100.10,120.41,154.44
randomG-B-Mix-n16-d05,UNSATISFIABLE,1210.13,FAILED,2320.94,FAILED,4870.90,1700.16,3022.86,FAILED,3340.51,3745.31,3726.73,FAILED,2914.33,FAILED,212.29,418.92,291.36,275.08,1916.40,FAILED,FAILED,FAILED,1818.59,FAILED
randomG-B-Mix-n18-d05,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
randomG-B-Mix-n19-d05,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
randomG-Mix-n17-d05,UNSATISFIABLE,FAILED,FAILED,1316.88,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
randomG-Mix-n18-d05,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
randomG-n16-d05,UNSATISFIABLE,4144.59,FAILED,180.39,1343.60,2912.31,1210.67,3346.37,FAILED,2735.53,2972.22,2931.70,FAILED,0.01,0.01,397.05,824.15,581.87,579.19,2566.31,FAILED,FAILED,FAILED,3826.50,FAILED
randomG-n17-d05,UNSATISFIABLE,FAILED,FAILED,1316.60,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,0.01,0.01,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
randomG-n18-d05,UNSATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,0.01,0.01,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
randomG-n19-d05,UNSATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,0.01,0.01,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
randomG-n20-d05,UNSATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,0.01,0.01,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
rphp4_065_shuffled,UNSATISFIABLE,2150.48,FAILED,FAILED,FAILED,1485.93,611.73,858.82,FAILED,666.97,777.38,776.67,FAILED,1269.94,1729.98,657.45,2912.24,710.37,775.40,599.30,1346.27,1573.05,FAILED,595.87,FAILED
rphp4_080_shuffled,UNSATISFIABLE,3941.29,FAILED,FAILED,FAILED,FAILED,2286.44,3382.69,FAILED,2226.95,2505.34,2660.75,FAILED,4212.16,3004.75,1922.52,FAILED,2106.37,2503.54,2377.97,4686.23,FAILED,FAILED,2475.44,FAILED
rphp4_090_shuffled,UNSATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,4113.06,FAILED,FAILED,3690.77,4288.76,4307.88,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,4786.22,FAILED
rpoc_xits_10_UNKNOWN,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
satch2ways12u,UNSATISFIABLE,154.06,FAILED,FAILED,FAILED,120.63,18.88,14.51,FAILED,33.41,18.65,59.52,FAILED,387.03,1250.40,54.47,120.47,140.62,234.16,180.99,203.46,32.78,203.19,4369.48,FAILED
satch2ways12wu,UNSATISFIABLE,97.62,1604.10,FAILED,FAILED,124.47,21.49,7.72,FAILED,67.44,14.53,36.60,FAILED,119.75,143.89,44.83,104.76,126.27,145.67,401.34,184.58,28.77,181.37,616.12,FAILED
satch2ways13wu,UNSATISFIABLE,293.54,FAILED,FAILED,FAILED,FAILED,1097.62,668.56,FAILED,223.41,327.19,329.90,FAILED,1345.49,2274.89,742.31,384.81,406.02,334.01,673.99,1466.78,1745.46,FAILED,FAILED,FAILED
satch2ways14u,UNSATISFIABLE,96.67,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,980.76,1889.64,2137.23,FAILED,FAILED,FAILED,1809.39,1151.78,4931.17,1902.26,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
satch2ways15,UNSATISFIABLE,720.70,FAILED,FAILED,FAILED,FAILED,1222.74,FAILED,FAILED,490.29,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,4096.47,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
satch2ways15u,UNSATISFIABLE,741.47,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,4636.87,4689.89,FAILED,FAILED,FAILED,FAILED,4562.06,FAILED,975.66,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
satch2ways15wu,UNSATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,4243.00,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,4629.89,FAILED,959.83,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
satch2ways16,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
