cnf,solution,abcdsat-2015,berkmin-2003,boehm1-1992,chaff-2001,cryptominisat-2010,glucose-2011,glucose-2012,grasp-1997,kissat-2020,kissat-mab-2021,kissat-mab-hywalk-2022,limmat-2002,lingeling-2013,lingeling-2014,maple-comsps-drup-2016,maple-lcm-disc-cb-dl-v3-2019,maple-lcm-dist-2017,maple-lcm-dist-cb-2018,minisat-2006,minisat-2008,precosat-2009,rsat-2007,satelite-gti-2005,zchaff-2004
49-132779,SATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,1417.06,212.65,557.52,FAILED,1203.21,2518.50,FAILED,687.36,1450.09,214.09,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
49-133045,SATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,509.20,476.66,FAILED,FAILED,FAILED,FAILED,FAILED,2175.83,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
49-133485,SATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,1226.42,745.02,FAILED,1802.09,2585.36,1755.49,3898.35,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
4g_5color_166_100_02,SATISFIABLE,923.84,555.62,FAILED,FAILED,FAILED,85.37,379.28,FAILED,412.79,552.33,45.96,FAILED,2701.12,166.85,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,1784.41,798.49,FAILED,FAILED
4g_5color_168_100_02,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
4g_5color_170_050_05,SATISFIABLE,69.98,3748.88,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,125.49,803.84,1062.37,FAILED,1800.09,3171.84,1473.12,168.86,629.47,3363.87,80.01,FAILED,1383.00,FAILED,FAILED,FAILED
4g_5color_170_060_05,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
4g_6color_180_100_02,SATISFIABLE,107.40,FAILED,FAILED,FAILED,FAILED,FAILED,1758.70,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,2980.31,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
4g_6color_182_100_02,SATISFIABLE,3338.12,FAILED,FAILED,FAILED,FAILED,1292.68,FAILED,FAILED,3000.96,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,2977.39,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
4g_6color_366_060_06,SATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,2005.33,1417.16,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
4g_6color_366_070_06,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
53-129696,SATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,1125.98,296.40,305.53,FAILED,FAILED,4453.05,594.30,1751.34,FAILED,610.53,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
53-131174,SATISFIABLE,FAILED,FAILED,FAILED,FAILED,1969.60,FAILED,FAILED,FAILED,FAILED,500.46,854.24,FAILED,1010.35,1937.55,609.14,798.64,FAILED,606.23,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
53-131220,SATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,1363.68,957.57,FAILED,FAILED,FAILED,FAILED,998.98,460.01,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
53-131587,SATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,317.82,754.01,FAILED,4802.53,4787.19,FAILED,785.56,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
53-131674,SATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,3070.31,1020.99,321.11,FAILED,FAILED,1738.77,FAILED,1484.52,FAILED,378.65,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
58-134003,SATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,3900.78,632.90,300.03,FAILED,3114.14,FAILED,FAILED,2168.41,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
59-129706,SATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,3195.85,931.71,912.26,FAILED,FAILED,FAILED,FAILED,2032.38,2702.36,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
59-131147,SATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,3031.15,1247.25,456.66,FAILED,FAILED,2779.76,3608.27,1674.54,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
60-129673,SATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,1866.78,404.51,FAILED,FAILED,FAILED,FAILED,FAILED,430.16,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
6g_5color_164_100_01,SATISFIABLE,879.39,FAILED,FAILED,FAILED,FAILED,4823.73,1558.83,FAILED,1421.15,145.91,3956.30,FAILED,3530.27,245.24,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,1043.02,FAILED,FAILED,FAILED
6g_5color_166_100_01,SATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,1224.26,FAILED,FAILED,FAILED,1094.18,FAILED,FAILED,1457.55,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,4949.24,FAILED,FAILED,FAILED
6g_5color_170_020_04,SATISFIABLE,FAILED,FAILED,FAILED,490.96,FAILED,FAILED,FAILED,FAILED,1.40,1.47,84.38,FAILED,70.86,FAILED,FAILED,1331.18,FAILED,FAILED,FAILED,FAILED,119.39,FAILED,FAILED,FAILED
6g_5color_170_030_04,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
6g_6color_366_040_04,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
6g_6color_366_050_04,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
6s153,UNSATISFIABLE,89.52,FAILED,FAILED,FAILED,FAILED,210.37,93.42,FAILED,59.71,80.75,63.98,FAILED,4929.37,FAILED,2552.59,156.95,1281.62,977.10,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
6s20,UNSATISFIABLE,19.50,FAILED,FAILED,FAILED,4044.06,2993.21,2748.37,FAILED,771.97,886.86,1055.17,FAILED,153.18,140.26,3635.53,1243.27,3225.85,2751.82,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
8-5-6,SATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,2327.24,2435.67,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
ACG-15-10p1,SATISFIABLE,291.27,FAILED,FAILED,FAILED,1490.18,1295.35,1121.40,FAILED,504.21,507.71,576.63,FAILED,338.22,572.09,446.72,495.34,865.25,761.29,2767.77,1153.19,430.32,1886.33,FAILED,FAILED
DLTM_twitter249_74_10,UNSATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,4217.97,4350.62,FAILED,4302.28,FAILED,FAILED,FAILED,FAILED,3027.36,1931.55,3229.01,2291.96,1800.24,FAILED,3975.81,FAILED,FAILED,FAILED,FAILED
DLTM_twitter249_74_11,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
DLTM_twitter304_77_11,UNSATISFIABLE,3445.07,FAILED,FAILED,FAILED,3362.67,1791.33,1510.43,FAILED,1481.94,2183.47,2156.49,FAILED,FAILED,2270.01,599.32,1200.97,676.77,715.70,4536.95,1713.07,3540.40,FAILED,4445.95,FAILED
DLTM_twitter405_71_12,SATISFIABLE,154.00,1017.99,FAILED,2041.56,567.69,300.08,469.33,FAILED,55.47,44.53,72.78,FAILED,527.90,293.86,31.07,405.85,461.38,143.60,769.14,545.13,725.58,2746.97,2082.68,FAILED
DLTM_twitter454_70_11,UNSATISFIABLE,895.09,4318.29,FAILED,FAILED,926.36,433.18,425.00,FAILED,538.62,820.26,824.55,FAILED,1089.40,645.28,315.30,448.24,326.99,392.17,896.65,1098.05,1362.95,2479.54,1304.10,FAILED
DLTM_twitter454_70_12,SATISFIABLE,2747.29,FAILED,FAILED,FAILED,3304.95,1587.72,1720.88,FAILED,274.10,392.47,416.75,FAILED,695.89,2038.53,797.50,996.21,733.77,1046.56,2170.06,2865.14,2462.87,FAILED,3859.92,FAILED
DLTM_twitter634_77_14,SATISFIABLE,23.32,323.66,FAILED,FAILED,2178.78,518.69,3844.12,FAILED,402.59,148.53,156.81,FAILED,FAILED,FAILED,3332.69,220.22,3946.82,3483.38,FAILED,FAILED,2179.69,FAILED,FAILED,FAILED
DLTM_twitter690_74_15,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
DLTM_twitter690_74_16,SATISFIABLE,461.17,121.03,FAILED,1051.68,1006.48,1575.95,91.16,FAILED,165.31,69.16,708.53,FAILED,1028.02,845.36,2765.85,1873.03,2565.99,3196.82,FAILED,768.23,352.02,1574.64,FAILED,4014.36
DLTM_twitter774_83_17,SATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,206.77,76.86,81.85,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
DLTM_twitter799_70_12,UNSATISFIABLE,4773.55,FAILED,FAILED,FAILED,2110.18,2058.03,1535.42,FAILED,1400.30,2007.85,2080.29,FAILED,3806.03,1541.16,607.18,948.78,499.61,598.35,FAILED,2120.14,4089.74,FAILED,FAILED,FAILED
DLTM_twitter799_70_13,SATISFIABLE,85.20,151.89,FAILED,FAILED,3716.42,311.64,3029.93,FAILED,74.30,118.56,124.70,FAILED,FAILED,3538.35,943.58,1037.66,1077.70,929.13,1903.88,FAILED,FAILED,FAILED,FAILED,FAILED
DLTM_twitter845_79_18,SATISFIABLE,411.80,984.73,FAILED,123.15,1514.42,336.54,1210.25,FAILED,1018.74,322.16,387.95,FAILED,2357.54,3425.51,2843.60,1609.95,2966.02,3421.84,FAILED,FAILED,1830.36,FAILED,FAILED,FAILED
DLTM_twitter845_79_19,SATISFIABLE,43.82,87.47,FAILED,121.39,452.37,915.78,98.79,FAILED,32.76,39.84,44.78,4664.61,4616.01,1041.93,2809.57,309.89,305.40,2718.48,FAILED,595.08,362.00,FAILED,FAILED,212.53
GreenTao_2-5-5_34308,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
IBM_FV_2004_rule_batch_1_31_1_SAT_dat.k90.debugged,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
Kakuro-easy-041-ext.xml.hg_4,UNSATISFIABLE,3783.50,FAILED,FAILED,FAILED,FAILED,1965.24,1879.56,FAILED,1852.98,2237.92,2306.03,FAILED,FAILED,FAILED,1175.74,1342.59,854.53,870.77,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
Kakuro-easy-052-ext.xml.hg_4,SATISFIABLE,791.33,FAILED,FAILED,3724.93,626.62,481.84,211.54,FAILED,438.37,88.65,89.14,FAILED,1834.80,86.33,571.70,596.84,436.56,298.62,FAILED,538.58,1050.36,531.42,4329.50,FAILED
Kakuro-easy-065-ext.xml.hg_3,UNSATISFIABLE,4634.51,FAILED,FAILED,FAILED,3491.96,1359.47,1659.01,FAILED,1775.63,2414.72,2804.24,FAILED,FAILED,FAILED,705.06,946.97,787.62,897.87,FAILED,1846.79,FAILED,1350.07,FAILED,FAILED
Kakuro-easy-097-ext.xml.hg_4,UNSATISFIABLE,3066.91,FAILED,FAILED,FAILED,FAILED,1372.48,1212.93,FAILED,2230.59,2679.06,2724.24,FAILED,FAILED,FAILED,1285.32,1844.62,1373.62,1216.73,FAILED,1855.87,3407.26,FAILED,FAILED,FAILED
Kakuro-easy-117-ext.xml.hg_5,SATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,2959.09,FAILED,FAILED,281.10,327.15,316.20,FAILED,FAILED,4518.55,363.73,1314.47,2025.96,2141.55,FAILED,4546.13,3245.66,FAILED,3738.78,FAILED
Kakuro-easy-120-ext.xml.hg_6,SATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,123.46,FAILED,FAILED,241.47,587.51,583.26,FAILED,3719.51,4611.79,272.31,584.31,2174.70,501.92,FAILED,1875.69,FAILED,858.62,FAILED,FAILED
Kakuro-easy-125-ext.xml.hg_4,UNSATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,4899.15,4128.00,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,3214.95,4591.75,2830.04,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
Kakuro-easy-126-ext.xml.hg_7,SATISFIABLE,173.33,FAILED,FAILED,FAILED,FAILED,793.28,177.99,FAILED,204.77,217.06,200.87,FAILED,1972.23,626.56,356.70,368.88,317.57,349.99,FAILED,677.36,FAILED,575.19,FAILED,FAILED
Kakuro-easy-127-ext.xml.hg_6,SATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,1393.20,FAILED,FAILED,1065.47,295.68,277.11,FAILED,2708.21,4902.10,1137.50,4720.89,FAILED,4044.57,FAILED,1018.71,FAILED,3144.71,FAILED,FAILED
Kakuro-easy-132-ext.xml.hg_9,SATISFIABLE,2990.46,FAILED,FAILED,FAILED,3370.54,690.59,1494.58,FAILED,282.68,173.67,171.58,FAILED,2810.88,1794.71,722.17,797.39,478.86,452.09,FAILED,1430.39,2237.61,801.48,2746.70,FAILED
Kakuro-easy-148-ext.xml.hg_8,SATISFIABLE,1467.44,FAILED,FAILED,FAILED,246.63,460.79,275.88,FAILED,46.39,216.87,213.03,FAILED,899.64,356.21,383.75,456.81,382.75,462.93,3364.02,509.89,3323.07,390.54,3442.47,FAILED
Kakuro-easy-149-ext.xml.hg_4,UNSATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,3855.37,3574.12,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,4042.95,4030.99,4017.21,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
Kakuro-easy-154-ext.xml.hg_4,UNSATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,4827.67,4583.07,FAILED,FAILED,FAILED,FAILED,2884.22,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
Kakuro-easy-157-ext.xml.hg_4,UNSATISFIABLE,3736.10,FAILED,FAILED,FAILED,2935.43,1249.94,1554.77,FAILED,2424.91,2964.29,2934.47,FAILED,FAILED,FAILED,1033.54,1796.82,1319.57,1568.14,FAILED,3371.75,FAILED,FAILED,FAILED,FAILED
Kittell-k7,UNSATISFIABLE,639.62,496.27,FAILED,FAILED,2005.09,2557.47,1752.44,FAILED,2130.83,2199.43,2275.89,FAILED,2718.80,FAILED,1375.20,806.07,1313.32,1392.50,FAILED,3346.61,FAILED,FAILED,FAILED,2505.17
LABS_n038_goal002,UNSATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,2125.14,2847.87,FAILED,1365.04,2505.84,2622.96,FAILED,FAILED,4686.97,1286.75,1738.84,1346.60,1310.80,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
LABS_n071_goal001-sc2013,UNSATISFIABLE,FAILED,FAILED,FAILED,FAILED,4933.03,4098.52,4557.80,FAILED,2809.15,3903.90,4762.59,FAILED,FAILED,FAILED,4956.44,FAILED,4859.70,4799.06,FAILED,3967.52,FAILED,FAILED,4821.16,FAILED
LED_round_29-32_faultAt_29_fault_injections_5_seed_1579630418,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
Nb51T6-sc2018,UNSATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,2438.21,3974.76,2923.58,2609.21,4299.22,FAILED,FAILED,FAILED,4817.94,FAILED
PRESENT_round_1-32_faultAt_30_fault_injections_10_seed_1579630418,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
QG7a-gensys-ukn009.sat05-3849.reshuffled-07,UNSATISFIABLE,2399.36,FAILED,FAILED,FAILED,1461.78,FAILED,FAILED,FAILED,1727.32,2146.75,2121.52,FAILED,FAILED,4237.23,628.73,1178.28,716.32,709.59,3076.41,FAILED,FAILED,FAILED,FAILED,FAILED
SAT_dat.k80,UNSATISFIABLE,223.94,FAILED,FAILED,FAILED,FAILED,294.37,176.52,FAILED,87.38,86.47,78.97,FAILED,FAILED,FAILED,2664.79,151.54,2569.74,2565.12,FAILED,3635.09,FAILED,FAILED,FAILED,FAILED
SGI_30_70_20_60_10-dir.shuffled-as.sat03-144,UNSATISFIABLE,FAILED,3957.02,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,2416.26,2488.59,2520.53,FAILED,FAILED,3014.74,1575.83,2729.38,1591.46,1747.47,4890.67,FAILED,FAILED,FAILED,FAILED,FAILED
SocialGolfers-6-6-6-cp_c18,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
Steiner-135-32-bce,SATISFIABLE,1031.97,FAILED,FAILED,FAILED,FAILED,FAILED,3165.06,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
Steiner-135-33-bce,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
Steiner-15-7-bce,UNSATISFIABLE,0.01,0.01,0.04,0.01,0.01,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.16,0.05,0.01,0.97,0.01,0.01,0.01,FAILED,0.03,0.01
Steiner-243-45-bce,SATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,440.72,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
Steiner-243-46-bce,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
Steiner-27-10-bce,UNSATISFIABLE,0.29,0.26,0.09,0.35,0.18,0.08,0.13,71.42,0.20,0.20,0.20,0.35,0.54,0.34,0.28,1.10,0.95,1.83,0.13,0.17,0.21,FAILED,0.11,0.47
Steiner-405-70-bce,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
Steiner-405-71-bce,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
